index,w_out,w_effective,LCOH
404,7711.2905214392085,5198.423137850854,0.017007839733937227
405,6726.214498545988,4562.3612499140545,0.019378988807478573
409,784.3212757547301,779.478296354698,0.08945885357327016
407,7229.5615737848575,5064.432991702299,0.011707907885964135
410,6651.647454498732,4694.392904015351,0.014854153924247026
408,870.153813387328,864.1617393628267,0.08069234218648934
411,766.5957314717192,761.9597786889956,0.09151563734389552
412,876.1824959626454,870.9782534580103,0.08006082184059805
413,624.2722990205891,621.561263336989,0.09539512588534843
414,815.7896402301554,810.5416973023692,0.12464248968204321
415,775.4297075729377,770.6905194806275,0.09047890562365979
417,1456.6394622278779,1453.1811788307764,0.03105210860969832
416,2739.252008311595,2714.047090420837,0.01662621844473074
418,2739.558633841277,2714.346018653437,0.016624387415797668
419,3428.58753299019,3381.961035128825,0.01334265514176861
420,2799.984399585261,2773.226701075491,0.01627142122103575
422,912.080137187552,912.7568289770832,0.02382820881933038
421,2646.3233454088813,2620.5282276458956,0.017219558758639796
423,3055.979288692565,3021.745946545159,0.017405053850361524
424,1481.928588717283,1478.3626764786525,0.018323036731585276
425,719.9858878510925,721.3741972967858,0.03755068274583511
426,542.1644596200333,544.1406674265926,0.049781417279158593
427,715.5558401306631,716.9618618191126,0.03778177761784114
428,730.1544298239397,732.1047340658254,0.03700029840441861
430,559.7362830278722,561.3246822216538,0.038746488460216076
429,2085.071923735833,2071.5207526374224,0.025388908537251613
431,720.1653864774084,721.5529760253464,0.03754137883671002
432,7254.557387000108,7168.37896633472,0.008088440535836582
433,7775.698681275982,7665.059840926187,0.007564325420913363
434,7255.055131875766,7168.854896248136,0.008087903555961888
